,difot,predicted_difot
0,1,0.9877538
1,1,0.99713373
2,0,0.8886637
3,1,0.9798732
4,1,0.8180833
5,1,0.8769997
6,0,0.3987502
7,1,0.99590033
8,1,0.46328208
9,1,0.74811345
10,1,0.96407604
11,1,0.6776694
12,1,0.6716165
13,1,0.99755955
14,1,0.95444363
15,1,0.42868346
16,0,0.42457378
17,1,0.974293
18,0,0.77845806
19,1,0.94070584
20,1,0.89096665
21,0,0.056655124
22,0,0.45706365
23,1,0.2942325
24,1,0.98867375
25,0,0.37383065
26,0,0.53812253
27,1,0.74862856
28,1,0.93429077
29,1,0.6055421
30,1,0.77108264
31,1,0.7692837
32,1,0.9972928
33,0,0.40743634
34,0,0.14171194
35,1,0.9160075
36,1,0.89415205
37,1,0.9943506
38,0,0.90326536
39,0,0.31534103
40,1,0.8787898
41,1,0.8413166
42,1,0.94102234
43,0,0.00641827
44,1,0.47505862
45,0,0.10654085
46,1,0.96907604
47,1,0.99849904
48,0,0.0007399314
49,1,0.980026
50,1,0.9799416
51,1,0.90305674
52,0,0.21863694
53,0,0.9560553
54,1,0.9469322
55,0,0.01207359
56,0,0.45924255
57,1,0.9835888
58,1,0.9879803
59,0,0.6448517
60,1,0.46923795
61,1,0.96933585
62,0,0.48420775
63,0,0.90662944
64,0,0.8794646
65,1,0.45734936
66,0,0.44406307
67,1,0.9480799
68,1,0.9822113
69,1,0.9101291
70,1,0.6973258
71,1,0.9780416
72,0,0.3968175
73,1,0.9280427
74,1,0.44893077
75,1,0.7019121
76,1,0.99916506
77,1,0.18995015
78,1,0.6225107
79,0,0.19055603
80,0,0.5616621
81,0,0.6406181
82,0,0.65772617
83,1,0.91759366
84,1,0.9274022
85,1,0.9124596
86,1,0.56681895
87,0,0.123819694
88,1,0.5764125
89,1,0.5478323
90,1,0.2765407
91,0,0.16827725
92,1,0.99384993
93,1,0.844805
94,1,0.39252725
95,1,0.42285374
96,1,0.86765504
97,1,0.8682321
98,1,0.9840522
99,1,0.8648865
100,1,0.6843451
101,0,0.65824354
102,1,0.3116262
103,1,0.3329923
104,0,0.22025262
105,1,0.9989334
106,1,0.4317056
107,1,0.8673235
108,1,0.73429394
109,1,0.46232593
110,1,0.021532962
111,1,0.99911135
112,1,0.89463055
113,1,0.37479824
114,1,0.9041925
115,1,0.98100257
116,1,0.9747242
117,1,0.9834748
118,1,0.34460574
119,1,0.98735994
120,0,0.8194114
121,1,0.32601464
122,1,0.6837432
123,1,0.97094065
124,1,0.94770575
125,0,0.84164286
126,0,0.07236692
127,1,0.98271286
128,0,0.92903304
129,0,0.71403944
130,1,0.9843277
131,1,0.72973347
132,1,0.9544525
133,1,0.6078833
134,1,0.8008172
135,1,0.8664883
136,1,0.8645834
137,1,0.95515734
138,0,0.08088214
139,1,0.9988387
140,0,0.29619434
141,1,0.553895
142,1,0.9993343
143,0,0.2696468
144,0,0.72570795
145,1,0.96402806
146,1,0.7075891
147,1,0.8308946
148,1,0.96623856
149,1,0.39417386
150,1,0.8940275
151,0,0.23547281
152,0,0.067289114
153,0,0.9515255
154,0,0.75180453
155,1,0.33885163
156,1,0.7710852
157,1,0.99921143
158,1,0.9787829
159,0,0.87338126
160,1,0.9994797
161,0,0.6941128
162,1,0.997686
163,0,0.41547352
164,1,0.8867079
165,1,0.998459
166,1,0.631786
167,0,0.3054865
168,1,0.5580052
169,1,0.99634945
170,1,0.12406916
171,1,0.9111459
172,1,0.83865213
173,1,0.9998505
174,1,0.94945973
175,0,0.036026716
176,1,0.9835032
177,1,0.94824845
178,0,0.08111326
179,0,0.61410016
180,1,0.9743026
181,1,0.997162
182,1,0.74500763
183,1,0.85762835
184,1,0.99089104
185,1,0.99222916
186,1,0.6983864
187,0,0.96903974
188,1,0.93424934
189,1,0.9227231
190,1,0.8135827
191,1,0.31810725
192,0,0.5783012
193,1,0.9881396
194,0,0.97078013
195,1,0.9538488
196,1,0.9910035
197,0,0.68899876
198,0,0.64036626
199,0,0.028143894
200,1,0.9664651
201,1,0.8195392
202,1,0.99579793
203,1,0.7686759
204,0,0.9823047
205,0,0.85014117
206,1,0.5832453
207,0,0.53514344
208,1,0.8443541
209,1,0.991524
210,1,0.9943768
211,0,0.6650674
212,1,0.9935569
213,1,0.33782753
214,0,0.7107648
215,1,0.99771655
216,1,0.41747558
217,1,0.34528574
218,1,0.51680946
219,1,0.9991346
220,1,0.6065026
221,1,0.9614179
222,1,0.79089403
223,1,0.10459336
224,1,0.949803
225,1,0.92365
226,1,0.96407706
227,1,0.99911314
228,0,0.22856525
229,1,0.28282535
230,1,0.33590943
231,1,0.97106475
232,0,0.37285632
233,1,0.99988544
234,1,0.6803901
235,0,0.8072771
236,1,0.556249
237,0,0.6123547
238,0,0.2126323
239,0,0.050405327
240,1,0.20336142
241,1,0.18951765
242,0,0.80116665
243,0,0.0104300305
244,1,0.99424696
245,1,0.9928122
246,1,0.83069444
247,0,0.35725927
248,0,0.9374199
249,1,0.4640847
250,0,0.15377007
251,1,0.85415894
252,0,0.9947877
253,1,0.9358079
254,1,0.7778139
255,1,0.8481002
256,1,0.70206344
257,1,0.97833747
258,1,0.6696015
259,0,0.80492747
260,1,0.894466
261,0,0.8399809
262,0,0.54008204
263,1,0.95466053
264,1,0.95478684
265,0,0.9197847
266,1,0.9841636
267,0,0.016613841
268,1,0.90276295
269,1,0.6611865
270,1,0.9467759
271,0,0.073797114
272,0,0.022130527
273,0,0.31022426
274,1,0.7432856
275,1,0.5896933
276,0,0.13585961
277,1,0.7530891
278,1,0.962924
279,1,0.94227546
280,1,0.8573953
281,1,0.9956814
282,0,0.034491956
283,0,0.7879141
284,0,0.5092455
285,1,0.8499156
286,0,0.91130596
287,1,0.9457562
288,1,0.96285707
289,1,0.9944148
290,1,0.2634778
291,0,0.3538557
292,1,0.7846985
293,1,0.87263864
294,1,0.93796885
295,1,0.8957535
296,1,0.9075645
297,1,0.9938974
298,0,0.8618819
299,0,0.973069
300,1,0.44240242
301,0,0.45102343
302,0,0.002620343
303,1,0.8135735
304,0,0.109331466
305,1,0.9797267
306,0,0.65913147
307,1,0.98665917
308,1,0.41665986
309,1,0.56569076
310,0,0.8765816
311,1,0.69507533
312,1,0.9222962
313,0,0.60550344
314,1,0.7711941
315,0,0.054417815
316,1,0.9854005
317,1,0.91501594
318,1,0.99513876
319,1,0.9449198
320,0,0.5586195
321,1,0.94462276
322,1,0.96712834
323,1,0.61019087
324,1,0.06520714
325,1,0.95268804
326,0,0.010130598
327,0,0.01974758
328,1,0.99971765
329,0,0.52319056
330,0,0.7771279
331,1,0.94533503
332,1,0.9915774
333,1,0.99720734
334,0,0.7763917
335,0,0.76458913
336,0,0.9776568
337,0,0.9723724
338,0,0.24113272
339,1,0.886182
340,1,0.27105197
341,1,0.8503423
342,0,0.73721766
343,0,0.58188975
344,1,0.9315767
345,1,0.9964671
346,0,0.8493025
347,1,0.35066462
348,1,0.68537796
349,1,0.9664442
350,1,0.99280953
351,1,0.9650492
352,1,0.9622731
353,0,0.32693243
354,1,0.8533368
355,0,0.60900044
356,1,0.98008347
357,0,0.29752722
358,1,0.97482127
359,1,0.9901467
360,0,0.8316714
361,1,0.7793346
362,1,0.12555741
363,1,0.97170347
364,0,0.56334436
365,0,0.8710208
366,1,0.96132505
367,0,0.78114676
368,1,0.91503626
369,0,0.99498993
370,1,0.96943116
371,0,0.44236013
372,1,0.97819155
373,1,0.983255
374,0,0.51614517
375,1,0.99209243
376,1,0.073553495
377,1,0.9921451
378,1,0.8142461
379,1,0.6886062
380,1,0.83498627
381,0,0.41660002
382,0,0.14562042
383,0,0.81724286
384,0,0.11248109
385,1,0.95807326
386,1,0.7339368
387,0,0.9284348
388,1,0.8991293
389,0,0.107223555
390,0,0.036990598
391,1,0.94183564
392,0,0.017109182
393,1,0.9611941
394,1,0.55042154
395,0,0.9492325
396,1,0.85814804
397,0,0.8788436
398,1,0.68813705
399,1,0.9562433
400,1,0.72280467
401,0,0.2888782
402,0,0.010764193
403,0,0.66694254
404,1,0.51176184
405,1,0.8391663
406,0,0.2171977
407,1,0.9152955
408,1,0.3576656
409,1,0.5453046
410,1,0.9995697
411,1,0.6519719
412,1,0.571838
413,1,0.5175804
414,0,0.6735787
415,1,0.46764013
416,0,0.93769354
417,1,0.5510644
418,1,0.6211325
419,1,0.99614835
420,1,0.24202769
421,1,0.9444991
422,1,0.6207205
423,1,0.71030676
424,1,0.98379505
425,0,0.94368666
426,0,0.3861066
427,1,0.8186812
428,1,0.9990748
429,1,0.916522
430,0,0.9613805
431,0,0.3825859
432,1,0.7524076
433,0,0.7800268
434,1,0.785226
435,1,0.9128205
436,1,0.57504964
437,0,0.23465945
438,1,0.9158292
439,1,0.6997303
440,0,0.9556029
441,1,0.71359736
442,0,0.7471341
443,1,0.98108345
444,1,0.8860085
445,0,0.92721874
446,1,0.42306852
447,1,0.99249375
448,1,0.1515266
449,1,0.87633973
450,1,0.99072355
451,1,0.92855966
452,0,0.39127663
453,0,0.11345337
454,0,0.6315814
455,1,0.9654856
456,0,0.643302
457,1,0.41523716
458,0,0.917442
459,1,0.9986657
460,1,0.93660825
461,1,0.8949118
462,0,0.9220287
463,1,0.965243
464,1,0.79651904
465,1,0.9282279
466,1,0.98906773
467,1,0.84691584
468,1,0.99990165
469,1,0.88814586
470,1,0.19359015
471,0,0.10591329
472,1,0.481036
473,1,0.95802647
474,0,0.6588591
475,1,0.7923828
476,1,0.42668545
477,1,0.91049874
478,1,0.9416648
479,0,0.75371784
480,1,0.8099786
481,1,0.86836606
482,1,0.98345196
483,1,0.999673
484,1,0.94528645
485,1,0.43429998
486,0,0.9202015
487,0,0.96449816
488,1,0.92974126
489,1,0.99506515
490,1,0.95896024
491,1,0.72703886
492,1,0.91019124
493,1,0.9638285
494,1,0.9860604
495,1,0.9263941
496,0,0.16417146
497,1,0.9422788
498,1,0.99786735
499,1,0.9526328
500,1,0.99132675
501,1,0.9505672
502,1,0.9699449
503,0,0.15112078
504,1,0.07486416
505,1,0.5995676
506,0,0.5184166
507,1,0.8298926
508,1,0.9801506
509,1,0.70449764
510,0,0.8054265
511,0,0.8899778
512,1,0.91190743
513,1,0.85390157
514,0,0.29078534
515,0,0.028104175
516,1,0.85672617
517,0,0.813518
518,0,0.057749867
519,1,0.9502832
520,1,0.6684199
521,1,0.89292383
522,0,0.8832972
523,0,0.23154114
524,1,0.072787896
525,1,0.99944836
526,1,0.16722053
527,1,0.40367234
528,1,0.6592494
529,0,0.13733707
530,0,0.0021322211
531,1,0.99959
532,1,0.9231934
533,1,0.9300813
534,1,0.9164338
535,0,0.4025003
536,0,0.07433776
537,0,0.6449102
538,1,0.99598527
539,1,0.90231687
540,1,0.94942546
541,0,0.28425243
542,0,0.47116804
543,1,0.99976283
544,1,0.9909326
545,1,0.35050505
546,1,0.78761196
547,1,0.80638105
548,0,0.075793356
549,1,0.980942
550,1,0.9885611
551,0,0.4398977
552,0,0.84869885
553,1,0.9486625
554,1,0.8463914
555,1,0.98141
556,1,0.5729795
557,1,0.99188095
558,0,0.86507535
559,0,0.17259394
560,0,0.5823934
561,1,0.96851057
562,0,0.5307393
563,1,0.9694062
564,0,0.23031019
565,0,0.3584951
566,1,0.8869903
567,1,0.34502384
568,1,0.9044312
569,1,0.9838018
570,1,0.7322127
571,1,0.9743654
572,1,0.8453079
573,1,0.95060426
574,0,0.9528386
575,1,0.81112015
576,1,0.7256807
577,0,0.32840362
578,1,0.9942636
579,0,0.03702026
580,0,0.9671875
581,1,0.95757216
582,1,0.9147788
583,1,0.93764365
584,0,0.32840726
585,1,0.8840206
586,0,0.7967098
587,1,0.5845433
588,1,0.85682917
589,1,0.7366217
590,0,0.0712293
591,1,0.28995866
592,0,0.7304783
593,1,0.9941121
594,1,0.78589857
595,1,0.6201172
596,1,0.99502146
597,1,0.98687047
598,1,0.41254246
599,1,0.9435771
600,0,0.83463323
601,0,0.95743674
602,0,0.9862353
603,1,0.69161224
604,1,0.9714546
605,1,0.998216
606,1,0.6757798
607,1,0.9285449
608,0,0.72515905
609,1,0.38356882
610,1,0.18677904
611,0,0.8270163
612,1,0.9943164
613,1,0.98406583
614,0,0.26899922
615,1,0.8526585
616,1,0.89108723
617,0,0.6001733
618,1,0.9981281
619,1,0.7949021
620,1,0.8788383
621,0,0.15906009
622,1,0.9665994
623,1,0.50268984
624,1,0.8569494
625,1,0.95937425
626,1,0.98141986
627,1,0.96918136
628,1,0.76818657
629,1,0.9618486
630,1,0.44818842
631,0,0.4971351
632,0,0.4971351
633,1,0.9310383
634,1,0.28183
635,1,0.999226
636,0,0.13771525
637,0,0.25314415
638,0,0.06558962
639,1,0.74440336
640,0,0.4928868
641,0,0.30275318
642,1,0.84349835
643,0,0.011088519
644,1,0.85597813
645,1,0.32400364
646,1,0.76963514
647,0,0.057540882
648,1,0.98031825
649,0,0.7356026
650,1,0.9906475
651,1,0.7692041
652,1,0.33199587
653,0,0.9492791
654,1,0.7415095
655,0,0.825823
656,1,0.35175315
657,0,0.26329318
658,1,0.9287686
659,1,0.9979997
660,0,0.71159995
661,1,0.963292
662,1,0.922037
663,1,0.9263795
664,1,0.57959646
665,1,0.83013684
666,1,0.9946791
667,1,0.8036269
668,0,0.8932791
669,1,0.4823017
670,1,0.93428504
671,1,0.99258876
672,1,0.62213993
673,1,0.6236528
674,1,0.91469055
675,0,0.58054787
676,1,0.819006
677,1,0.97354954
678,1,0.89775497
679,1,0.99784195
680,1,0.9982267
681,0,0.5376219
682,1,0.81519353
683,1,0.24725614
684,1,0.7576735
685,1,0.32443213
686,1,0.9490211
687,1,0.5746355
688,1,0.99706954
689,1,0.7044168
690,1,0.6306386
691,1,0.86749005
692,1,0.6029115
693,1,0.12486294
694,1,0.8268456
695,1,0.6097246
696,1,0.99971277
697,0,0.11162236
698,1,0.9875471
699,1,0.69103366
700,1,0.9235396
701,1,0.13353896
702,1,0.9863674
703,1,0.6841265
704,1,0.8182298
705,1,0.14498803
706,0,0.23593435
707,0,0.7725896
708,1,0.9862591
709,1,0.99697495
710,1,0.5304451
711,1,0.18240742
712,1,0.8821298
713,0,0.79269916
714,1,0.9404576
715,1,0.5700888
716,1,0.9726
717,1,0.9341355
718,1,0.9995708
719,0,0.5190242
720,1,0.8452275
721,0,0.9479014
722,1,0.12780486
723,1,0.9423543
724,0,0.5168703
725,1,0.74923736
726,0,0.07960867
727,1,0.9812998
728,1,0.8155601
729,0,0.60773575
730,1,0.49635413
731,0,0.5345713
732,0,0.65826124
733,1,0.08215196
734,1,0.9530951
735,1,0.99403787
736,1,0.42423216
737,1,0.79905456
738,1,0.32042795
739,1,0.63667244
740,0,0.9216447
741,1,0.99550134
742,1,0.96531993
743,1,0.111001804
744,0,0.6697392
745,1,0.7060284
746,1,0.9808699
747,1,0.6519667
748,0,0.8772227
749,1,0.939491
750,1,0.3344451
751,1,0.9833866
752,1,0.14285201
753,1,0.5930189
754,0,0.5106302
755,1,0.9641582
756,1,0.103657186
757,1,0.90957904
758,1,0.7570193
759,0,0.13163881
760,1,0.046685394
761,1,0.97720057
762,0,0.009127371
763,1,0.08179104
764,1,0.99990964
765,0,0.008107435
766,1,0.90172
767,1,0.94211775
768,1,0.8997624
769,0,0.6757768
770,1,0.89786613
771,1,0.72428423
772,1,0.99207777
773,1,0.7198146
774,1,0.9930275
775,0,0.047212817
776,1,0.98987234
777,0,0.6809657
778,0,0.952515
779,0,0.44150335
780,1,0.9891622
781,1,0.9051799
782,1,0.9861848
783,1,0.97343045
784,1,0.9228155
785,1,0.9993467
786,0,0.94472283
787,1,0.6828925
788,0,0.06353758
789,0,0.06353758
790,1,0.3282223
791,1,0.3710263
792,1,0.9976306
793,0,0.70228744
794,1,0.14899106
795,1,0.6843774
796,1,0.7296633
797,1,0.9980496
798,0,0.9495593
799,0,0.5651131
800,0,0.5625386
801,1,0.5163581
802,0,0.22964051
803,0,0.014226618
804,1,0.9338142
805,1,0.39378718
806,0,0.36643285
807,1,0.6897651
808,1,0.20921904
809,0,0.53391176
810,1,0.16896541
811,1,0.9870831
812,1,0.6058712
813,1,0.8914487
814,0,0.76685494
815,0,0.012859637
816,0,0.63909113
817,1,0.9954064
818,0,0.95008874
819,1,0.9966462
820,1,0.99360764
821,0,0.9251656
822,1,0.93506163
823,1,0.9995797
824,1,0.94885343
825,0,0.7457401
826,1,0.9996222
827,1,0.99776065
828,1,0.9666705
829,0,0.4663595
830,1,0.49972126
831,1,0.9996867
832,1,0.8966687
833,1,0.9979488
834,1,0.92923105
835,1,0.4838001
836,1,0.9604385
837,0,0.111068636
838,0,0.32469058
839,0,0.9789211
840,0,0.92687315
841,1,0.26752108
842,1,0.31969118
843,1,0.88162315
844,0,0.40611637
845,1,0.8097484
846,1,0.992833
847,0,0.004297325
848,1,0.98218644
849,0,0.56085885
850,1,0.5923092
851,0,0.66238046
852,1,0.78047705
853,0,0.42286918
854,1,0.07115231
855,1,0.97841054
856,0,0.11927841
857,1,0.88520753
858,1,0.98472834
859,1,0.92948484
860,0,0.3112311
861,1,0.62204057
862,0,0.6376268
863,1,0.22104923
864,0,0.0824773
865,0,0.01775781
866,0,0.758381
867,1,0.9077903
868,1,0.99616677
869,1,0.85340357
870,1,0.9021974
871,1,0.9560747
872,0,0.9287066
873,1,0.6336603
874,1,0.3027813
875,1,0.46873453
876,1,0.92870164
877,0,0.035897788
878,1,0.89853895
879,0,0.5243561
880,1,0.68308336
881,1,0.19725183
882,1,0.99731725
883,1,0.8365809
884,1,0.4737658
885,0,0.7110142
886,1,0.74570894
887,1,0.6857678
888,1,0.9936706
889,0,0.20926704
890,1,0.9409703
891,1,0.9654179
892,0,0.7624487
893,1,0.94831836
894,1,0.994955
895,1,0.23750715
896,1,0.9859409
897,1,0.9859072
898,0,0.77343154
899,0,0.98108107
900,0,0.5879927
901,1,0.96859545
902,0,0.6920695
903,1,0.99585706
904,1,0.9422047
905,1,0.9912334
906,1,0.8922017
907,1,0.8502508
908,1,0.74541634
909,1,0.66825426
910,1,0.6029944
911,1,0.6535169
912,1,0.25282547
913,1,0.8951545
914,1,0.86423445
915,1,0.39502832
916,1,0.570631
917,1,0.9770733
918,1,0.99843186
919,1,0.78100324
920,1,0.9993368
921,1,0.4298183
922,1,0.58189464
923,1,0.673655
924,0,0.601251
925,1,0.8136393
926,1,0.5505695
927,1,0.9694457
928,0,0.36730164
929,1,0.7836679
930,0,0.61749566
931,0,0.92676175
932,0,0.6129744
933,1,0.46425506
934,1,0.9381388
935,0,0.88732094
936,0,0.3521302
937,1,0.86939096
938,1,0.9933055
939,1,0.9801122
940,1,0.5734668
941,1,0.99740726
942,1,0.63436866
943,1,0.75236815
944,0,0.055543672
945,0,0.46886456
946,1,0.92176
947,1,0.24995929
948,1,0.98201305
949,1,0.08074336
950,1,0.93858445
951,1,0.45505074
952,1,0.9812447
953,1,0.91416407
954,0,0.91120046
955,1,0.84310704
956,0,0.78868395
957,1,0.99234915
958,1,0.9954086
959,0,0.44302362
960,1,0.9690994
961,1,0.79940766
962,0,0.5018673
963,1,0.792599
964,1,0.99992704
965,1,0.20071168
966,0,0.11835644
967,0,0.059639346
968,0,0.80974525
969,0,0.41760123
970,1,0.9836458
971,1,0.50218356
972,0,0.5769192
973,0,0.9953395
974,1,0.85286206
975,1,0.9501725
976,1,0.097754695
977,0,0.5376833
978,0,0.989
979,1,0.6652662
980,0,0.9375208
981,1,0.9423147
982,1,0.77465516
983,1,0.830539
984,1,0.35561308
985,0,0.89227456
986,0,0.8298806
987,1,0.95189565
988,0,0.4274537
989,0,0.61783105
990,0,0.551354
991,0,0.82866293
992,0,0.4547539
993,1,0.9992938
994,1,0.9856903
995,1,0.9924419
996,1,0.9984951
997,1,0.91324186
998,1,0.8013024
999,1,0.8189938
1000,1,0.79701793
1001,1,0.97427475
1002,1,0.7551775
1003,1,0.59602135
1004,1,0.95627326
1005,0,0.16214967
1006,0,0.5934547
1007,0,0.5093414
1008,1,0.83762366
